mint	outcome	buy_sol	gross_pnl_sol	roi	hold	buy_sig
Aijysj19Tv4yYFvUunHQRqpkVDggU9GNUFJpYaetpump	WIN	1.9845	0.0018735940000000895	0.0009441138825901182	2.0	54mgMD8uTjNtFMVxWeuu5waYFE9TbkuEiHD3ALSQhvgW7ycT7bjbkWHkc7qmXByeSosnHwCUwgsxCamMia2nnvwd
GzVhofvBXc4kFSLF8Ndw26QN14WAPKiKiGc7WbcCpump	WIN	3.0	0.215896007	0.07196533566666667	3.0	5kVuXASwTbRCjveLwx5B37vHBHcpMYa2sWZXmat8hxHzee9Eoyw2GUTu8YZYqKoK5KbjAesG1M4EBtVwJqGzS7NG
